movie_title,cast_1_score,cast_2_score,cast_3_score,cast_score
Zack and Miri Make a Porno,76,0,0,76
Double Take,28,0,0,28
Nurse Betty,0,0,0,0
Piranha 3D,0,0,0,0
Faster,108,0,74,182
Win a Date with Tad Hamilton!,20,0,0,20
Ready to Rumble,0,0,0,0
Foxcatcher,99,322,179,600
I Don't Know How She Does It,196,107,0,303
Dhoom 3,0,0,0,0
Beyond the Sea,0,20,98,118
Hauru no ugoku shiro,0,0,0,0
The Bridge of San Luis Rey,39,165,0,204
Zombieland,0,0,0,0
Green Book,0,0,69,69
The Wedding Ringer,81,0,0,81
Final Destination,0,0,0,0
The Ides of March,0,154,7,161
Pitch Black,0,0,0,0
The Hate U Give,3,39,0,42
Someone Like You,99,0,92,191
Her,0,126,138,264
Joy Ride,0,43,0,43
Kari gurashi no Arietti,0,0,0,0
Haywire,0,27,166,193
Vanity Fair,200,0,0,200
Eddie the Eagle,83,300,0,383
The Crew,0,0,0,0
Chasing Liberty,0,0,0,0
The Longshots,80,0,0,80
In the Valley of Elah,0,9,0,9
Coco avant Chanel,99,0,0,99
Chéri,58,0,0,58
Redemption,172,0,0,172
Rogue,70,0,0,70
Ch?i dàn zhu?nji?,151,74,0,225
Shi Yue Wei Cheng,0,0,0,0
1408,16,38,0,54
Nocturnal Animals,69,123,92,284
The Water Diviner,84,0,77,161
The Nun,51,0,0,51
The Game Plan,25,0,0,25
The Rookie,108,0,0,108
Son of God,0,0,0,0
The Animal,60,0,0,60
The Hundred-Foot Journey,47,0,0,47
Underworld,145,0,0,145
Diary of a Wimpy Kid: Dog Days,12,0,0,12
I Am Sam,66,112,0,178
The Gentlemen,31,38,0,69
Derailed,131,71,0,202
The Informant!,304,0,0,304
Delivery Man,13,0,0,13
"Hail, Caesar!",48,207,0,255
Jay and Silent Bob Strike Back,35,0,227,262
Traitor,135,0,0,135
Deuce Bigalow: European Gigolo,23,13,0,36
Diary of a Wimpy Kid: The Long Haul,0,0,0,0
Mad Money,59,0,0,59
Homefront,172,93,0,265
Igor,72,0,0,72
Saving Silverman,86,0,0,86
The Glass House,105,0,57,162
The Transporter Refueled,0,0,83,83
Josie and the Pussycats,49,146,0,195
Hit & Run,0,63,428,491
The Little Vampire,0,0,0,0
I Heart Huckabees,0,207,85,292
"Roman J. Israel, Esq.",101,93,93,287
Out of the Furnace,171,51,11,233
Just Getting Started,138,34,0,172
Megiddo: Omega Code 2,0,0,0,0
The Libertine,233,0,0,233
Zwartboek,0,0,0,0
Before I Go to Sleep,0,18,18,36
Stone,79,64,85,228
Joyeux Noël,93,0,0,93
Metegol,0,0,0,0
Molière,0,0,0,0
Michael Clayton,134,98,0,232
To Rome with Love,0,107,110,217
Silver Linings Playbook,428,83,191,702
Blockers,16,0,91,107
Pet Sematary,0,0,47,47
Death at a Funeral,0,84,0,84
Hardball,149,105,0,254
For Colored Girls,0,0,0,0
Freedom Writers,83,0,0,83
The Hustle,133,67,0,200
Kidnap,0,0,0,0
The Transporter,69,0,0,69
Never Back Down,0,75,0,75
Tinker Tailor Soldier Spy,0,185,0,185
Victoria and Abdul,83,0,0,83
Swing Vote,75,0,0,75
Away We Go,21,0,0,21
Moonlight Mile,0,0,0,0
The Beaver,27,37,88,152
Bitter Harvest,0,0,68,68
Robot Overlords,223,0,0,223
Hustlers,61,0,0,61
Pulse,0,0,0,0
Us,99,0,0,99
La La Land,80,62,21,163
The Conjuring,0,0,0,0
Bringing Down the House,0,0,87,87
Wonder,0,131,0,131
Jackass 3D,0,0,0,0
Bad Moms,148,0,0,148
Glass,154,0,202,356
Beverly Hills Chihuahua,68,0,0,68
Tammy,201,41,0,242
Good Boys,122,0,0,122
Are We There Yet?,78,0,0,78
The Descendants,154,0,0,154
School of Rock,59,0,20,79
Disturbia,0,0,0,0
Tyler Perry’s A Madea Family Funeral,0,0,0,0
Tyler Perry’s Boo! A Madea Halloween,0,0,0,0
White Chicks,67,67,0,134
Obsessed,0,0,0,0
Holes,0,31,0,31
Tyler Perry's Madea's Witness Protection,45,0,0,45
The Last Song,82,0,0,82
Why Did I Get Married Too?,0,37,0,37
The Shack,66,63,0,129
12 Years a Slave,0,0,83,83
Drumline,0,0,95,95
Me Before You,84,0,0,84
What Men Want,63,0,0,63
Barbershop: The Next Cut,48,4,0,52
A Simple Favor,125,29,0,154
Selma,0,0,0,0
Date Movie,85,0,0,85
Peter Pan: Return to Neverland,0,0,0,0
The Jungle Book 2,98,116,0,214
Premonition,152,0,0,152
Tyler Perry’s Boo 2! A Madea Halloween,0,0,0,0
Boogeyman,0,0,0,0
The Tigger Movie,0,0,0,0
Spotlight,179,27,81,287
Queen & Slim,0,0,0,0
Acrimony,63,0,0,63
Max,0,0,0,0
Meet the Browns,0,0,16,16
Orphan,0,0,0,0
The Star,0,0,0,0
Epic Movie,0,0,0,0
Lakeview Terrace,94,0,0,94
The Grudge 2,0,0,0,0
Nerve,72,79,0,151
Man of the Year,0,88,0,88
Risen,0,0,0,0
Vampires Suck,0,0,0,0
The American,267,0,0,267
A Very Harold & Kumar 3D Christmas,0,88,0,88
Eternal Sunshine of the Spotless Mind,113,0,0,113
Texas Chainsaw 3D,0,0,0,0
Babel,278,78,0,356
This is Where I Leave You,138,0,0,138
Doubt,124,57,86,267
Team America: World Police,0,0,0,0
Scary Movie V,0,0,0,0
She's Out of My League,0,0,63,63
Milk,74,68,2,144
The Debt,108,190,0,298
Ghost Ship,0,0,0,0
Daybreakers,0,0,0,0
The Bank Job,37,0,0,37
The Stepfather,0,0,0,0
High Fidelity,0,0,0,0
Stick It,0,63,0,63
One Missed Call,0,0,0,0
Street Kings,136,0,0,136
The World's End,131,34,97,262
You Again,103,0,53,156
Nancy Drew,0,0,81,81
Alpha and Omega,0,0,64,64
On the Basis of Sex,160,34,0,194
Endless Love,0,102,0,102
The Covenant,33,0,0,33
Monte Carlo,0,0,0,0
Stay Alive,0,0,20,20
2 For the Money,50,111,0,161
Rough Night,374,85,0,459
Shorts,28,0,0,28
Appaloosa,0,22,0,22
Secret in Their Eyes,57,0,58,115
Yu-Gi-Oh,0,0,0,0
Reign Over Me,251,141,0,392
My Best Friend's Girl,60,6,0,66
Georgia Rule,70,127,0,197
Into the Wild,0,308,0,308
Pooh's Heffalump Movie,0,0,0,0
School for Scoundrels,50,5,0,55
Operation Finale,100,0,0,100
Silent Hill: Revelation 3D,0,0,0,0
The Zookeeper’s Wife,51,0,0,51
Fired Up,0,0,0,0
Kung Fu Hustle,0,0,0,0
The Country Bears,215,0,0,215
Flatliners,0,99,0,99
Dead Silence,0,0,0,0
21 Grams,0,0,85,85
Armored,26,60,55,141
The Kite Runner,0,0,0,0
Paparazzi,0,0,0,0
A Guy Thing,15,0,0,15
Loser,0,0,0,0
Capitalism: A Love Story,0,0,0,0
Lockout,0,0,0,0
Disaster Movie,0,0,0,0
What's Your Number?,21,14,0,35
Crank 2: High Voltage,80,0,0,80
Burnt,306,88,28,422
Envy,83,117,94,294
One Night with the King,0,0,0,0
Ghost Town,0,43,82,125
The Quiet American,0,255,0,255
Triple 9,0,57,50,107
The Light Between Oceans,98,67,88,253
The Weather Man,155,0,0,155
Undisputed,18,0,0,18
12 Rounds,0,0,0,0
Let Me In,0,0,0,0
Be Kind Rewind,123,0,0,123
Mrs. Henderson Presents,0,0,0,0
Death Sentence,0,0,33,33
Popstar: Never Stop Never Stopping,0,0,0,0
Thank You for Your Service,64,0,0,64
Everybody's Fine,85,134,0,219
Where’d You Go Bernadette,202,0,0,202
Superbabies: Baby Geniuses 2,0,0,0,0
Battle of the Year,97,0,0,97
Ratchet and Clank,0,0,0,0
The Man,122,85,0,207
Code Name: The Cleaner,24,0,0,24
Inherent Vice,0,126,141,267
Connie and Carla,92,0,59,151
Machete Kills,0,0,27,27
Doogal,0,0,0,0
Proof,9,188,0,197
An American Carol,0,0,0,0
Willard,0,0,0,0
Strange Wilderness,0,0,0,0
Little Boy,0,0,0,0
Chasing Mavericks,0,175,28,203
A Most Violent Year,0,93,0,93
A Dangerous Method,83,0,0,83
A Scanner Darkly,366,0,0,366
Bandslam,0,81,0,81
Alone in the Dark,0,0,0,0
Birth,285,0,0,285
Hands of Stone,0,0,140,140
Tolkien,0,0,0,0
Passchendaele,0,0,0,0
Flash of Genius,43,0,0,43
I’m Not There,222,139,132,493
The Cold Light of Day,69,116,0,185
The Brothers Bloom,8,0,36,44
"Synecdoche, New York",57,0,0,57
Suspiria,43,90,0,133
LBJ,73,0,0,73
Bon Voyage,0,0,0,0
My All-American,58,0,0,58
The Proposition,0,0,0,0
Marci X,29,0,0,29
Equilibrium,9,0,0,9
Dylan Dog: Dead of Night,0,76,0,76
The Oogieloves in the BIG Balloon Adventure,0,0,0,0
The Children of Huang Shi,0,0,24,24
The Yards,0,0,0,0
Middle Men,0,0,0,0
Jìyì dàsh?,0,0,0,0
All Good Things,41,0,0,41
By the Sea,152,96,79,327
Steamboy,0,130,36,166
CJ7,0,0,0,0
The Burning Plain,0,0,0,0
People I Know,62,160,0,222
Regression,43,0,0,43
Zambezia,0,0,128,128
Three Kingdoms: Resurrection of the Dragon,0,0,0,0
The Touch,0,0,0,0
Extinction,93,73,0,166
Survivor,70,0,54,124
Der Baader Meinhof Komplex,0,0,0,0
The Shape of Water,0,63,0,63
De rouille et d’os,123,0,0,123
The Painted Veil,0,74,0,74
The Frozen Ground,179,103,12,294
The Devil's Double,96,0,0,96
Scary Movie,0,0,0,0
Bad Teacher,180,35,63,278
Sausage Party,116,0,120,236
Just Married,48,0,0,48
I Can Do Bad All By Myself,9,0,0,9
A Cinderella Story,116,0,0,116
Thirteen Ghosts,0,90,0,90
The Crazies,0,48,0,48
Notorious,0,0,0,0
Nobody’s Fool,39,0,0,39
The Switch,142,67,0,209
Leap Year,239,67,0,306
The Book Thief,0,187,0,187
Gone Baby Gone,88,0,0,88
Thomas and the Magic Railroad,0,0,0,0
Gone,114,0,0,114
Sen to Chihiro no Kamikakushi,0,0,0,0
Sex Drive,0,0,0,0
Take Me Home Tonight,66,21,0,87
Won't Back Down,71,0,0,71
Action Point,35,0,0,35
George Balanchine\'s The Nutcracker,0,0,0,0
George A. Romero's Land of the Dead,0,86,0,86
Indigènes,0,0,0,0
The Amityville Horror,0,0,0,0
Adaptation,253,0,0,253
The Invention of Lying,0,38,69,107
Ne le dis à personne,0,0,0,0
Left Behind,0,0,0,0
Neighbors,120,133,74,327
Borat,0,0,0,0
Legally Blonde,94,0,0,94
Mean Girls,68,0,0,68
The Exorcism of Emily Rose,88,0,0,88
Barbershop 2: Back in Business,48,44,44,136
The Family Stone,0,0,0,0
Bad Santa,48,0,0,48
My Big Fat Greek Wedding 2,0,0,0,0
The Perfect Guy,4,33,4,41
Diary of a Wimpy Kid: Rodrick Rules,0,0,0,0
Prom Night,99,0,0,99
Soul Surfer,45,132,0,177
Under the Tuscan Sun,194,0,0,194
Uncle Drew,0,0,0,0
Birdman or (The Unexpected Virtue of Ignorance),0,206,4,210
Gosford Park,0,55,0,55
Orange County,0,44,0,44
Blue Jasmine,83,10,0,93
United 93,0,0,0,0
Honey,0,0,0,0
The Fog,79,0,0,79
Ricki and the Flash,137,37,0,174
The Art of Racing in the Rain,63,0,0,63
Love the Coopers,0,0,199,199
Observe and Report,114,97,4,215
Love Happens,161,42,0,203
Fame,0,0,0,0
The Circle,0,179,100,279
127 Hours,38,0,0,38
Small Time Crooks,0,0,0,0
Center Stage,0,0,0,0
Norm of the North,0,82,82,164
Catch That Kid,0,0,0,0
Jobs,199,0,0,199
Life as a House,0,92,127,219
Youth in Revolt,79,0,0,79
And So It Goes,37,0,0,37
"I Love You, Beth Cooper",0,0,0,0
The Tailor of Panama,163,0,44,207
Labor Day,42,126,0,168
Getaway,21,0,0,21
Being Julia,28,0,0,28
The Last Station,46,141,14,201
Mongol,0,0,0,0
RocknRolla,157,0,0,157
Mao's Last Dancer,0,0,0,0
The Railway Man,18,0,0,18
Midnight Special,92,176,0,268
Miss Sloane,53,83,0,136
Metallica Through the Never,38,0,0,38
Anything Else,0,87,0,87
T2: Trainspotting,0,0,0,0
Das Weisse Band: Eine deutsche Kindergeschichte,0,0,0,0
Phantom,0,0,0,0
The Salton Sea,0,0,0,0
Carlos,0,0,0,0
Renaissance,0,0,0,0
My Spy,0,0,0,0
Baekdusan,0,25,0,25
Red Lights,0,191,0,191
Superbad,0,0,0,0
Madea Goes To Jail,9,0,0,9
Step Up 2 the Streets,1,0,0,1
Hoodwinked,63,41,0,104
Hotel Rwanda,0,0,0,0
Beerfest,0,0,0,0
Black Nativity,0,0,0,0
Hotel Mumbai,41,0,10,51
A Quiet Place,108,0,0,108
The Others,122,0,0,122
Let’s Be Cops,0,0,0,0
Sideways,22,0,0,22
The Best Man Holiday,0,0,0,0
Friday the 13th,0,0,0,0
Pitch Perfect,61,0,0,61
Evil Dead,0,0,0,0
Jet Li's Hero,18,0,0,18
Saw 3D,77,20,20,117
"McFarland, USA",42,67,0,109
Harriet,3,63,75,141
Almost Christmas,0,0,0,0
The Hills Have Eyes,0,0,0,0
Crawl,63,0,0,63
40 Days and 40 Nights,167,0,0,167
Good Boy!,0,0,0,0
Smokin' Aces,0,56,0,56
Beastly,0,81,0,81
Brooklyn's Finest,28,85,0,113
Lottery Ticket,0,0,0,0
Dickie Roberts: Former Child Star,10,0,0,10
ATL,0,0,0,0
Summer Catch,49,0,0,49
Larry the Cable Guy: Health Inspector,0,36,0,36
They,0,0,0,0
My Life in Ruins,0,0,0,0
American Dreamz,88,143,0,231
How She Move,0,0,0,0
Running Scared,86,0,0,86
The Apparition,0,84,0,84
Bobby Jones: Stroke of Genius,0,0,0,0
L'illusionniste,0,0,0,0
Veronica Guerin,48,2,0,50
Genius,83,119,0,202
Nancy Drew and the Hidden Staircase,0,0,0,0
Escobar: Paradise Lost,0,78,0,78
"Mune, le gardien de la lune",86,0,0,86
Chasseurs de dragons,0,0,0,0
The Young Messiah,0,0,0,0
FUR: An Imaginary Portrait of Diane Arbus,249,0,0,249
The Illusionist,74,29,51,154
Becoming Jane,152,0,0,152
House of Sand and Fog,0,0,39,39
Sydney White,1,0,0,1
Le Flic de Belleville,61,0,0,61
Road Trip,0,0,0,0
Moonrise Kingdom,0,0,116,116
The Artist,0,0,0,0
The Unborn,0,0,0,0
The Master of Disguise,0,5,0,5
The Texas Chainsaw Massacre: The Beginning,0,0,0,0
El Laberinto del Fauno,0,0,0,0
The Roommate,0,0,0,0
The Messengers,0,0,0,0
See Spot Run,75,141,0,216
Baby Boy,0,0,0,0
Joe Dirt,0,0,0,0
The Women,0,0,0,0
Hot Fuzz,0,0,53,53
Vicky Cristina Barcelona,0,120,68,188
A Dog’s Journey,174,0,0,174
Stuber,259,0,0,259
Boys and Girls,0,0,0,0
Superfly,0,62,0,62
Remember Me,182,0,0,182
White Oleander,168,118,41,327
Jennifer's Body,96,96,0,192
Drowning Mona,0,0,0,0
How to Deal,0,0,0,0
Soul Plane,0,0,0,0
People Like Us,144,0,48,192
The Cookout,0,0,0,0
Bleed for This,56,58,0,114
Hollywood Ending,0,160,0,160
Duets,0,0,0,0
Things We Lost in the Fire,34,0,0,34
The Homesman,217,48,0,265
Trance,83,0,0,83
The Immigrant,42,0,401,443
The White Countess,70,0,0,70
Bienvenue chez les Ch'tis,0,0,0,0
"Men, Women and Children",0,0,0,0
Teen Spirit,0,0,0,0
Enter the Void,0,0,0,0
Haeundae,0,0,0,0
Hachiko: A Dog’s Story,28,0,0,28
Zulu,43,0,0,43
The Old Man and the Gun,0,1,0,1
Second Act,0,0,0,0
Juwanna Mann,0,0,0,0
La Môme,0,0,0,0
Ararat,0,0,0,0
Slow Burn,0,0,0,0
Madison,0,0,0,0
Far from the Madding Crowd,81,0,0,81
Wasabi,0,0,0,0
Slither,0,63,0,63
The King’s Speech,96,100,65,261
"Crouching Tiger, Hidden Dragon",0,0,0,0
Annabelle: Creation,0,0,0,0
Jackass Presents: Bad Grandpa,0,0,0,0
The Imitation Game,105,8,0,113
10 Cloverfield Lane,133,0,0,133
Mama,45,0,0,45
Diary of a Wimpy Kid,0,0,0,0
Halloween,0,0,0,0
The Queen,43,0,0,43
Why Did I Get Married?,16,0,0,16
The Woman in Black,297,0,0,297
BlacKkKlansman,0,200,0,200
When a Stranger Calls,0,0,0,0
Big Fat Liar,0,0,0,0
Snitch,214,41,0,255
The Lizzie McGuire Movie,0,0,0,0
Krampus,0,0,53,53
End of Watch,168,123,61,352
Not Another Teen Movie,0,0,0,0
Wild,87,0,0,87
The Theory of Everything,84,0,0,84
Drive,0,0,0,0
The Skulls,0,0,0,0
The Favourite,0,84,0,84
Malibu’s Most Wanted,0,0,0,0
All About Steve,88,0,0,88
Where the Heart Is,0,0,0,0
Halloween 2,0,28,0,28
The Last House on the Left,0,0,0,0
Because of Winn-Dixie,0,0,0,0
The Wedding Date,0,0,0,0
Halloween: Resurrection,0,0,0,0
The Great Debaters,259,0,0,259
When the Game Stands Tall,0,0,0,0
Confessions of a Teenage Drama Queen,68,0,0,68
28 Weeks Later,0,0,0,0
Love & Basketball,0,0,0,0
Home Again,0,0,0,0
Book of Shadows: Blair Witch 2,0,0,0,0
Ramona and Beezus,0,0,0,0
The November Man,0,0,0,0
Match Point,53,0,0,53
Urban Legends: Final Cut,0,0,0,0
The Place Beyond the Pines,78,340,0,418
Flicka,21,18,0,39
The Hills Have Eyes II,0,0,0,0
Keanu,0,0,0,0
Country Strong,0,93,0,93
Tuck Everlasting,0,0,0,0
The Marine,0,0,0,0
A Most Wanted Man,0,170,28,198
The Hurt Locker,0,0,0,0
Eye of the Beholder,0,0,0,0
The Man with the Iron Fists,128,0,0,128
Miss Bala,31,0,0,31
Killing Them Softly,121,0,0,121
Freddy Got Fingered,0,0,0,0
One Day,227,55,0,282
De-Lovely,0,54,0,54
Whip It,78,62,0,140
The Pirates Who Don't Do Anything: A VeggieTale…,0,0,0,0
U2 3D,0,0,0,0
Highlander: Endgame,0,0,0,0
The Founder,45,0,0,45
Idlewild,0,0,0,0
Confidence,30,0,94,124
Blinded by the Light,0,0,0,0
Knockaround Guys,0,0,112,112
Here on Earth,0,0,0,0
Raise Your Voice,116,92,36,244
Black Snake Moan,0,38,0,38
Dark Blue,0,0,0,0
A Mighty Heart,191,0,0,191
Queen of Katwe,0,0,0,0
Whatever it Takes,0,0,0,0
Boat Trip,169,0,0,169
The Importance of Being Earnest,71,0,0,71
Hoot,0,39,0,39
Trumbo,66,0,66,132
In Bruges,74,0,0,74
Promised Land,267,4,7,278
Mulholland Drive,0,0,0,0
Hotel Artemis,0,237,159,396
The Rocker,0,0,0,0
Post Grad,0,0,0,0
Whatever Works,0,0,0,0
The In Crowd,0,0,0,0
Los tres entierros de Melquiades Estrada,96,0,0,96
Se jie,0,0,0,0
The Company Men,149,0,0,149
"Kiss Kiss, Bang Bang",0,67,0,67
Scouts Guide to the Zombie Apocalypse,0,0,0,0
Blood and Chocolate,0,0,0,0
You Will Meet a Tall Dark Stranger,41,8,68,117
Rock the Kasbah,107,0,0,107
Chi-raq,0,0,59,59
Never Let Me Go,155,0,14,169
The Disappointments Room,0,0,0,0
The Company,75,0,0,75
Transsiberian,0,0,0,0
The Comedian,107,74,0,181
Funny Games,1,0,0,1
Banlieue 13,0,0,0,0
Metropolis,0,0,0,0
Cìkè Niè Yinniáng,62,0,0,62
The Reluctant Fundamentalist,0,0,0,0
The Return,0,0,0,0
Buffalo Soldiers,0,0,0,0
Centurion,83,0,0,83
Ong-Bak 2,0,0,0,0
Midnight Meat Train,0,0,0,0
The Son of No One,130,27,0,157
Khumba,0,0,0,0
A Few Best Men,0,0,0,0
Autómata,0,0,54,54
Chiamatemi Francesco - Il papa della gente,0,0,0,0
San suk si gin,131,0,0,131
Roma,0,0,0,0
Dungeons & Dragons 2: The Elemental Might,0,0,0,0
Magic Mike XXL,398,57,57,512
Elle s'appelait Sarah,0,0,0,0
Freedom,0,0,0,0
Manderlay,84,0,48,132
Slumdog Millionaire,0,0,0,0
Stomp the Yard,0,0,0,0
My Bloody Valentine,0,0,0,0
The Possession,0,67,0,67
Breakthrough,0,0,0,0
Tyler Perry's Good Deeds,45,0,0,45
Jojo Rabbit,0,0,245,245
The Iron Lady,131,0,0,131
Jonah: A VeggieTales Movie,0,0,0,0
All About the Benjamins,104,0,0,104
Our Family Wedding,0,66,0,66
An American Haunting,0,0,44,44
My Boss's Daughter,48,87,0,135
A Perfect Getaway,64,0,48,112
Jason X,0,0,0,0
I Think I Love My Wife,79,0,0,79
Hot Tub Time Machine 2,0,44,0,44
After,0,0,0,0
Bobby,67,0,0,67
Head Over Heels,0,49,0,49
Fun Size,0,0,0,0
Le Scaphandre et le Papillon,0,0,0,0
Little Children,84,4,0,88
Gossip,0,0,0,0
Suffragette,81,0,223,304
Catch a Fire,18,66,0,84
Mr. Turner,0,0,0,0
Soul Survivors,0,0,0,0
Easy Virtue,23,0,0,23
Flipped,0,0,0,0
Les herbes folles,0,0,0,0
Margaret,0,202,0,202
The Salvation,43,69,0,112
Reign of Assassins,0,0,0,0
Brokeback Mountain,0,0,0,0
Super Troopers 2,0,0,0,0
Far From Heaven,98,108,0,206
Seven Psychopaths,84,41,0,125
Quills,0,0,0,0
Der Untergang,0,0,0,0
The Caveman's Valentine,275,0,0,275
Under the Skin,138,0,0,138
Mar adentro,0,0,0,0
No Good Deed,33,262,0,295
Black Swan,43,0,1,44
Save the Last Dance,0,0,0,0
Justin Bieber: Never Say Never,0,0,115,115
The First Purge,0,0,0,0
Miracles from Heaven,26,0,0,26
Snow Day,0,0,0,0
The Butterfly Effect,0,54,0,54
The Shallows,1,0,0,1
This Christmas,0,0,0,0
About Last Night,33,33,37,103
"Dude, Where's My Car?",0,0,0,0
St. Vincent,4,201,54,259
Earth to Echo,0,0,0,0
The New Guy,0,0,56,56
21 and Over,0,0,0,0
The Mist,14,0,0,14
Ex Machina,33,21,0,54
Two Can Play That Game,0,0,0,0
Eye in the Sky,66,57,0,123
Admission,53,54,0,107
The Perks of Being a Wallflower,111,297,0,408
crazy/beautiful,115,0,0,115
Room,0,0,0,0
Woodlawn,0,0,0,0
Letters from Iwo Jima,95,0,0,95
Män som hatar kvinnor,0,0,0,0
The Astronaut Farmer,18,28,0,46
Bajrangi Bhaijaan,0,0,0,0
Robinson Crusoe,0,0,0,0
Bubble Boy,0,0,0,0
Birthday Girl,227,0,0,227
"Paris, je t'aime",0,0,0,0
Ben is Back,84,0,23,107
Resurrecting the Champ,38,2,0,40
Chloe,23,96,74,193
The Widow of St. Pierre,74,0,0,74
Youth,79,52,88,219
Un Prophète,0,0,0,0
"I Love You, Phillip Morris",101,16,23,140
The Vatican Tapes,0,95,0,95
